Time [s],V3-5,V4-6,V5-7,V6-8,V7-9,V8-10,V9-11,V10-12,V11-13,V12-14,V13-15,V14-16,V15-17,V16-18,V17-18
1,-78.25,-326.12,-241.81,67.19,-5.19,24.94,104.69,-26.19,155.81,142.31,27.81,34.88,-116.75,-167.75,-82.62
2,-78.31,-326.12,-241.81,67.19,-5.19,24.94,104.75,-26.19,155.81,142.31,27.81,34.88,-116.75,-167.81,-82.69
3,-78.25,-326.06,-241.81,67.19,-5.19,24.94,104.75,-26.12,155.81,142.37,27.81,34.88,-116.75,-167.87,-82.75
4,-78.31,-326.06,-241.81,67.19,-5.19,24.94,104.75,-26.19,155.81,142.37,27.81,34.88,-116.75,-167.87,-82.81
5,-78.31,-326.06,-241.88,67.19,-5.19,24.94,104.75,-26.12,155.81,142.37,27.87,34.81,-116.81,-167.94,-82.88
6,-78.31,-326.06,-241.88,67.19,-5.19,24.94,104.75,-26.12,155.87,142.44,27.87,34.81,-116.75,-168,-82.94
7,-78.31,-326,-241.88,67.12,-5.19,24.87,104.75,-26.12,155.87,142.44,27.87,34.81,-116.75,-168,-82.94
8,-78.37,-326.06,-241.88,67.19,-5.19,24.87,104.75,-26.12,155.87,142.44,27.87,34.81,-116.81,-168.06,-83.06
9,-78.37,-326.06,-241.88,67.19,-5.19,24.87,104.75,-26.12,155.87,142.44,27.87,34.81,-116.81,-168.06,-83.06
10,-78.44,-326.06,-241.88,67.19,-5.19,24.87,104.75,-26.12,155.94,142.44,27.87,34.81,-116.81,-168.13,-83.12
11,-78.44,-326.06,-241.88,67.19,-5.12,24.81,104.81,-26.12,155.94,142.44,27.87,34.81,-116.81,-168.19,-83.19
12,-78.56,-326.06,-241.94,67.19,-5.19,24.81,104.75,-26.12,156,142.37,27.87,34.81,-116.88,-168.25,-83.31
13,-78.56,-326.06,-241.94,67.19,-5.12,24.81,104.75,-26.06,156,142.37,27.87,34.88,-116.88,-168.25,-83.31
14,-78.62,-326.06,-241.94,67.19,-5.19,24.81,104.81,-26.06,156,142.31,27.87,34.88,-116.88,-168.31,-83.44
15,-78.62,-326.06,-241.94,67.19,-5.12,24.81,104.81,-26.06,156.06,142.31,27.94,34.94,-116.88,-168.37,-83.5
16,-78.62,-326.06,-241.94,67.19,-5.19,24.75,104.75,-26.06,156.06,142.31,27.87,34.94,-116.88,-168.44,-83.5
17,-78.56,-326.12,-241.94,67.19,-5.19,24.75,104.81,-26.06,156.06,142.25,27.94,35,-116.94,-168.44,-83.56
18,-78.5,-326.19,-241.94,67.19,-5.12,24.75,104.81,-26.06,156.12,142.19,27.94,35,-116.94,-168.5,-83.62
19,-78.5,-326.19,-241.88,67.19,-5.12,24.75,104.81,-26.06,156.06,142.19,27.94,35.06,-117,-168.56,-83.69
20,-78.56,-326.19,-241.88,67.19,-5.12,24.75,104.75,-26.06,156.12,142.13,27.94,35.06,-117,-168.56,-83.75
21,-71.44,-318.37,-236.44,72.37,-4.31,19.5,105.31,-18.69,151.31,128.69,22.62,37,-108.94,-160.56,-79.44
22,-73,-319.06,-236.44,72,-4,19.5,105.12,-18.44,151.12,129.38,22.5,36.5,-108.87,-159.37,-78.06
23,-74.25,-319.69,-236.5,71.62,-3.62,19.62,104.81,-18.44,151.12,130,22.5,36.13,-109,-158.81,-77.25
24,-75.25,-320.19,-236.56,71.37,-3.44,19.62,104.56,-18.44,151.19,130.63,22.56,35.94,-109.19,-158.63,-76.75
25,-76.06,-320.63,-236.75,71.19,-3.37,19.69,104.44,-18.56,151.25,131.19,22.75,35.75,-109.5,-158.63,-76.44
26,-76.62,-321.06,-236.87,70.94,-3.37,19.81,104.38,-18.62,151.37,131.69,23,35.69,-109.81,-158.69,-76.25
27,-77.19,-321.37,-237.06,70.81,-3.31,19.87,104.19,-18.81,151.44,132.06,23.25,35.63,-110.06,-158.87,-76.31
28,-77.56,-321.69,-237.25,70.56,-3.31,20,104,-18.94,151.63,132.44,23.56,35.63,-110.37,-159.25,-76.37
