Time [s],V3-5,V4-6,V5-7,V6-8,V7-9,V8-10,V9-11,V10-12,V11-13,V12-14,V13-15,V14-16,V15-17,V16-18,V17-18
1,-83.06,-306.38,-280.94,51.69,32.94,11.5,88.44,-23.31,183.25,153.69,40.5,78.37,-116.19,-217.44,-104.75
2,-83,-306.38,-280.94,51.63,32.94,11.5,88.37,-23.31,183.31,153.69,40.5,78.37,-116.25,-217.44,-104.81
3,-83,-306.38,-280.87,51.63,32.94,11.5,88.37,-23.38,183.31,153.75,40.5,78.37,-116.19,-217.5,-104.87
4,-83,-306.38,-280.94,51.63,32.94,11.5,88.37,-23.31,183.31,153.81,40.5,78.37,-116.19,-217.5,-104.87
5,-83,-306.38,-280.87,51.63,32.94,11.56,88.37,-23.38,183.37,153.81,40.5,78.37,-116.19,-217.56,-104.94
6,-83,-306.38,-280.94,51.63,32.94,11.56,88.37,-23.38,183.37,153.81,40.5,78.37,-116.19,-217.56,-104.94
7,-83,-306.38,-280.87,51.63,32.88,11.56,88.37,-23.44,183.44,153.87,40.44,78.37,-116.19,-217.62,-105
8,-83,-306.44,-280.94,51.63,32.88,11.56,88.31,-23.38,183.44,153.87,40.44,78.37,-116.19,-217.62,-105.06
9,-83,-306.38,-280.94,51.56,32.88,11.56,88.31,-23.44,183.44,153.87,40.44,78.37,-116.19,-217.62,-105.12
10,-82.94,-306.38,-280.94,51.56,32.88,11.56,88.31,-23.44,183.5,153.94,40.44,78.37,-116.19,-217.69,-105.12
11,-82.94,-306.38,-280.94,51.56,32.81,11.56,88.31,-23.44,183.5,153.94,40.44,78.31,-116.12,-217.69,-105.12
12,-82.88,-306.38,-280.87,51.56,32.81,11.56,88.31,-23.44,183.5,153.94,40.44,78.37,-116.12,-217.69,-105.19
13,-82.88,-306.31,-280.87,51.5,32.81,11.56,88.37,-23.44,183.5,154,40.44,78.37,-116.12,-217.75,-105.25
14,-82.94,-306.38,-280.87,51.5,32.81,11.56,88.31,-23.5,183.56,154,40.44,78.37,-116.12,-217.75,-105.25
15,-82.94,-306.38,-280.87,51.5,32.81,11.63,88.31,-23.5,183.56,154,40.44,78.37,-116.12,-217.81,-105.31
16,-82.94,-306.38,-280.87,51.5,32.81,11.63,88.31,-23.5,183.62,154,40.44,78.37,-116.06,-217.81,-105.31
17,-82.94,-306.38,-280.87,51.44,32.81,11.63,88.31,-23.5,183.62,154.06,40.44,78.37,-116.06,-217.81,-105.37
18,-82.94,-306.31,-280.87,51.44,32.81,11.63,88.31,-23.56,183.62,154.06,40.38,78.37,-116.06,-217.87,-105.44
19,-82.94,-306.38,-280.87,51.5,32.75,11.63,88.31,-23.5,183.62,154.06,40.38,78.37,-116.06,-217.87,-105.44
20,-82.88,-306.38,-280.87,51.44,32.75,11.63,88.31,-23.56,183.69,154.12,40.44,78.37,-116.06,-217.87,-105.44
21,-80.5,-302.06,-276.44,51.63,28.81,11.75,88.19,-25.88,183.87,151.63,37.44,82.06,-112.81,-220,-105
22,-81,-302.13,-276.69,51.06,28.38,12.06,88.37,-25.75,184.19,151.63,37.63,82.5,-113.06,-220.06,-104.75
23,-81.5,-302.19,-276.81,50.75,28.12,12.31,88.5,-25.75,184.44,151.63,37.88,82.88,-113.37,-220.31,-104.75
24,-81.87,-302.31,-276.88,50.5,27.94,12.63,88.62,-25.81,184.5,151.56,38.19,83.19,-113.62,-220.44,-104.81
25,-82.19,-302.44,-276.94,50.31,27.81,12.81,88.81,-25.94,184.44,151.56,38.5,83.5,-113.88,-220.63,-104.81
26,-82.5,-302.5,-277,50.19,27.69,12.94,88.94,-26,184.37,151.5,38.88,83.81,-114.25,-220.88,-104.81
27,-82.81,-302.62,-277.06,50.12,27.5,13.06,89.13,-26.12,184.44,151.5,39.13,84.06,-114.62,-221.13,-104.81
28,-83.06,-302.75,-277.13,50.06,27.37,13.19,89.31,-26.19,184.5,151.5,39.44,84.31,-114.94,-221.31,-104.81
29,-83.25,-302.94,-277.19,50.06,27.25,13.25,89.5,-26.25,184.56,151.5,39.63,84.5,-115.19,-221.44,-104.87
30,-83.5,-303.06,-277.19,50,27.06,13.31,89.62,-26.31,184.63,151.44,39.88,84.69,-115.5,-221.56,-104.94
31,-83.69,-303.19,-277.31,50,26.94,13.38,89.75,-26.37,184.69,151.44,40.12,84.81,-115.69,-221.69,-105.06
32,-83.81,-303.37,-277.31,50,26.87,13.38,89.87,-26.44,184.75,151.44,40.31,85,-116,-221.81,-105.12
33,-83.94,-303.5,-277.38,49.94,26.75,13.44,90,-26.5,184.81,151.37,40.5,85.06,-116.19,-221.87,-105.19
34,-84.06,-303.62,-277.44,50,26.62,13.44,90.12,-26.56,184.81,151.37,40.69,85.19,-116.37,-222,-105.31
35,-84.19,-303.81,-277.5,50,26.56,13.44,90.25,-26.56,184.87,151.37,40.88,85.31,-116.56,-222.12,-105.37
36,-84.25,-303.94,-277.5,50,26.5,13.44,90.31,-26.62,184.94,151.37,41,85.38,-116.75,-222.19,-105.37
37,-84.37,-304,-277.56,50.06,26.44,13.44,90.38,-26.62,185,151.37,41.19,85.44,-116.94,-222.31,-105.5
38,-84.44,-304.13,-277.56,50.06,26.37,13.5,90.44,-26.69,185,151.37,41.31,85.5,-117.06,-222.44,-105.56
39,-84.56,-304.19,-277.62,50.12,26.31,13.5,90.56,-26.69,185,151.37,41.44,85.62,-117.25,-222.5,-105.63
40,-84.62,-304.31,-277.62,50.12,26.31,13.5,90.56,-26.69,185.06,151.37,41.56,85.69,-117.37,-222.69,-105.69
41,-84.75,-304.38,-277.69,50.12,26.25,13.5,90.62,-26.69,185.06,151.31,41.69,85.75,-117.5,-222.81,-105.81
42,-84.87,-304.44,-277.69,50.19,26.25,13.5,90.69,-26.75,185.06,151.31,41.75,85.75,-117.62,-222.94,-105.94
43,-84.94,-304.5,-277.69,50.12,26.19,13.5,90.75,-26.75,185.12,151.37,41.88,85.81,-117.69,-223,-106
44,-85.06,-304.63,-277.75,50.25,26.25,13.5,90.75,-26.75,185.12,151.31,41.94,85.87,-117.81,-223.19,-106.12
45,-85.19,-304.69,-277.81,50.25,26.19,13.5,90.81,-26.81,185.12,151.31,42,85.94,-117.94,-223.25,-106.19
46,-85.19,-304.75,-277.81,50.31,26.19,13.5,90.81,-26.81,185.12,151.37,42.13,85.94,-118.06,-223.38,-106.31
47,-85.31,-304.81,-277.81,50.31,26.19,13.5,90.87,-26.81,185.12,151.31,42.19,86,-118.13,-223.5,-106.37
48,-85.38,-304.94,-277.87,50.31,26.12,13.44,90.87,-26.81,185.12,151.31,42.25,86.06,-118.25,-223.62,-106.44
49,-85.44,-305,-277.87,50.44,26.19,13.44,90.94,-26.87,185.12,151.37,42.31,86.06,-118.31,-223.69,-106.56
