Time [s],V3-5,V4-6,V5-7,V6-8,V7-9,V8-10,V9-11,V10-12,V11-13,V12-14,V13-15,V14-16,V15-17,V16-18,V17-18
1,-81,-317.06,-210.5,61.94,-27.06,25,113.81,-24.31,101.94,128.44,61.19,13.69,-135.25,-139.06,-55.19
2,-80.94,-317.13,-210.5,61.94,-27.13,25,113.81,-24.31,101.94,128.5,61.19,13.62,-135.31,-139.06,-55.19
3,-80.94,-317.13,-210.5,61.94,-27.13,25,113.88,-24.31,101.94,128.56,61.19,13.69,-135.37,-139.12,-55.25
4,-80.94,-317.19,-210.56,61.94,-27.06,25,113.81,-24.31,102,128.62,61.25,13.62,-135.37,-139.12,-55.25
5,-80.94,-317.25,-210.56,61.94,-27.13,25,113.88,-24.31,102,128.69,61.19,13.62,-135.44,-139.19,-55.31
6,-80.94,-317.31,-210.56,61.94,-27.13,24.94,113.81,-24.31,102.06,128.75,61.25,13.56,-135.44,-139.19,-55.38
7,-80.94,-317.37,-210.63,61.94,-27.13,24.94,113.88,-24.37,102.12,128.81,61.25,13.56,-135.5,-139.25,-55.44
8,-80.94,-317.44,-210.63,61.94,-27.13,24.94,113.81,-24.31,102.12,128.81,61.25,13.5,-135.5,-139.25,-55.44
9,-80.94,-317.5,-210.63,61.88,-27.13,24.94,113.81,-24.31,102.19,128.94,61.25,13.5,-135.56,-139.31,-55.5
10,-80.94,-317.5,-210.63,61.88,-27.13,24.94,113.94,-24.37,102.19,128.94,61.25,13.44,-135.63,-139.31,-55.56
11,-80.94,-317.5,-210.69,61.88,-27.19,24.87,113.94,-24.37,102.25,129,61.31,13.44,-135.63,-139.37,-55.56
12,-80.94,-317.56,-210.69,61.88,-27.06,24.87,113.88,-24.37,102.25,129,61.31,13.44,-135.63,-139.44,-55.63
13,-80.94,-317.62,-210.69,61.88,-27.13,24.87,113.81,-24.37,102.31,129.06,61.31,13.44,-135.69,-139.44,-55.63
14,-80.94,-317.62,-210.69,61.88,-27.19,24.87,113.94,-24.37,102.31,129.06,61.25,13.38,-135.69,-139.44,-55.69
15,-80.87,-317.69,-210.69,61.88,-27.19,24.87,113.94,-24.37,102.38,129.12,61.31,13.31,-135.69,-139.5,-55.75
16,-80.94,-317.75,-210.75,61.88,-27.13,24.81,113.94,-24.37,102.44,129.19,61.31,13.31,-135.75,-139.5,-55.75
17,-80.94,-317.75,-210.75,61.88,-27.25,24.81,114,-24.37,102.44,129.19,61.31,13.31,-135.81,-139.56,-55.81
18,-81,-317.75,-210.75,61.88,-27.19,24.81,113.94,-24.37,102.5,129.25,61.25,13.31,-135.81,-139.56,-55.81
19,-80.94,-317.81,-210.75,61.88,-27.19,24.81,113.94,-24.37,102.5,129.25,61.31,13.25,-135.81,-139.62,-55.88
20,-80.94,-317.81,-210.75,61.88,-27.19,24.81,113.94,-24.37,102.56,129.25,61.31,13.25,-135.88,-139.62,-55.94
21,-69.44,-305,-204.44,70.44,-25.62,16.37,113,-18.31,102.38,115.88,50.88,16.75,-125.44,-134.25,-54.69
22,-70.87,-305.69,-204.13,70.69,-24.5,15.81,112.31,-17.75,101.62,116.25,50.56,16.19,-125.06,-131.31,-51.63
23,-72.31,-306.19,-203.88,70.62,-24.19,15.56,111.88,-17.62,101.31,116.69,50.38,15.81,-124.81,-129.81,-50
24,-73.62,-306.63,-203.75,70.5,-23.94,15.44,111.44,-17.56,101.19,117.13,50.38,15.63,-124.75,-129.06,-49.06
25,-74.69,-307.06,-203.69,70.31,-23.69,15.5,111.06,-17.62,101.12,117.56,50.44,15.44,-124.75,-128.69,-48.5
26,-75.62,-307.44,-203.69,70,-23.5,15.69,110.81,-17.75,101,117.94,50.63,15.38,-124.81,-128.56,-48.25
27,-76.44,-307.75,-203.75,69.75,-23.44,15.94,110.69,-17.94,100.94,118.31,50.75,15.31,-125,-128.75,-48.13
28,-76.94,-308.13,-203.88,69.37,-23.44,16.19,110.5,-18.06,100.94,118.69,51,15.25,-125.19,-128.87,-48.06
29,-77.5,-308.44,-204.06,68.81,-23.38,16.69,110.37,-18.25,100.94,119,51.19,15.19,-125.38,-129.12,-48.13
30,-78,-308.69,-204.25,68.19,-23.44,17.31,110.31,-18.44,100.94,119.31,51.44,15.19,-125.56,-129.44,-48.25
31,-78.56,-308.94,-204.5,67.62,-23.44,17.81,110.19,-18.62,101,119.62,51.69,15.19,-125.75,-129.75,-48.5
32,-79,-309.12,-204.63,67.25,-23.5,18.19,110.06,-18.81,101.06,119.94,51.94,15.25,-125.94,-130.06,-48.69
33,-79.44,-309.31,-204.81,66.81,-23.5,18.62,109.94,-19,101.12,120.19,52.19,15.25,-126.12,-130.37,-48.87
34,-79.69,-309.5,-205,66.37,-23.5,19,109.87,-19.19,101.19,120.44,52.44,15.25,-126.31,-130.63,-49.06
35,-79.94,-309.69,-205.12,66,-23.56,19.44,109.87,-19.37,101.25,120.69,52.75,15.31,-126.56,-130.94,-49.25
36,-80.12,-309.87,-205.25,65.75,-23.62,19.75,109.81,-19.56,101.31,120.94,52.94,15.31,-126.81,-131.19,-49.44
37,-80.25,-310,-205.37,65.37,-23.56,20.06,109.69,-19.75,101.38,121.13,53.19,15.38,-127.06,-131.5,-49.63
38,-80.31,-310.19,-205.5,65.12,-23.62,20.37,109.69,-19.94,101.44,121.31,53.5,15.44,-127.31,-131.75,-49.75
39,-80.38,-310.25,-205.56,64.87,-23.69,20.62,109.69,-20.12,101.5,121.56,53.69,15.44,-127.56,-132.06,-49.88
40,-80.44,-310.44,-205.69,64.62,-23.75,20.94,109.69,-20.25,101.5,121.75,53.94,15.5,-127.87,-132.25,-50.06
41,-80.5,-310.5,-205.81,64.37,-23.87,21.19,109.81,-20.44,101.56,121.87,54.19,15.56,-128.12,-132.5,-50.19
42,-80.62,-310.63,-205.87,64.19,-23.87,21.31,109.69,-20.56,101.62,122.06,54.38,15.56,-128.38,-132.69,-50.31
43,-80.69,-310.63,-205.94,64,-23.87,21.56,109.63,-20.69,101.69,122.25,54.63,15.56,-128.62,-132.87,-50.44
44,-80.81,-310.69,-206,63.81,-23.87,21.75,109.63,-20.81,101.81,122.37,54.88,15.63,-128.87,-133.12,-50.56
45,-80.81,-310.75,-206.06,63.63,-23.87,21.87,109.63,-20.94,101.81,122.5,55.06,15.63,-129.12,-133.25,-50.63
46,-80.75,-310.81,-206.13,63.5,-23.94,22.06,109.63,-21,101.87,122.69,55.25,15.63,-129.38,-133.5,-50.69
47,-80.69,-310.88,-206.19,63.31,-24,22.25,109.69,-21.12,101.87,122.87,55.44,15.63,-129.56,-133.69,-50.81
48,-80.62,-311,-206.25,63.19,-24,22.37,109.69,-21.25,101.87,123,55.63,15.63,-129.75,-133.81,-50.88
49,-80.62,-311.06,-206.25,63.06,-24,22.5,109.63,-21.31,101.87,123.19,55.75,15.63,-130,-134,-51
50,-80.56,-311.12,-206.31,62.94,-23.94,22.69,109.63,-21.37,101.87,123.31,55.94,15.63,-130.19,-134.12,-51.06
51,-80.56,-311.25,-206.38,62.88,-23.94,22.81,109.69,-21.5,101.87,123.44,56.06,15.63,-130.31,-134.31,-51.19
52,-80.62,-311.31,-206.38,62.75,-23.94,22.87,109.63,-21.56,101.94,123.56,56.25,15.56,-130.5,-134.44,-51.25
53,-80.56,-311.37,-206.38,62.69,-23.94,23,109.63,-21.62,101.94,123.69,56.37,15.56,-130.69,-134.56,-51.31
54,-80.5,-311.44,-206.44,62.56,-23.94,23.12,109.63,-21.69,102,123.81,56.44,15.56,-130.81,-134.69,-51.37
55,-80.5,-311.56,-206.44,62.5,-23.87,23.19,109.63,-21.81,102,123.94,56.63,15.56,-131,-134.87,-51.44
56,-80.5,-311.69,-206.5,62.38,-23.94,23.31,109.69,-21.87,102,124.06,56.69,15.5,-131.12,-135,-51.56
57,-80.5,-311.75,-206.56,62.31,-23.94,23.38,109.63,-21.94,102.06,124.19,56.81,15.5,-131.25,-135.12,-51.63
58,-80.5,-311.87,-206.56,62.25,-23.94,23.44,109.63,-22,102.06,124.31,56.88,15.5,-131.37,-135.19,-51.69
59,-80.62,-311.94,-206.56,62.25,-23.94,23.5,109.63,-22.06,102.12,124.38,57,15.44,-131.5,-135.25,-51.75
60,-80.62,-312.06,-206.63,62.13,-23.87,23.56,109.63,-22.13,102.12,124.5,57.06,15.38,-131.63,-135.37,-51.81
61,-80.62,-312.12,-206.63,62.13,-23.87,23.62,109.56,-22.13,102.12,124.56,57.13,15.44,-131.69,-135.5,-51.88
62,-80.56,-312.19,-206.63,62.06,-23.87,23.69,109.56,-22.25,102.19,124.69,57.25,15.38,-131.81,-135.56,-51.94
