Time [s],V3-5,V4-6,V5-7,V6-8,V7-9,V8-10,V9-11,V10-12,V11-13,V12-14,V13-15,V14-16,V15-17,V16-18,V17-18
1,-80.56,-324.37,-289.5,69.81,39.75,12.81,100.25,-22.69,171.75,150.75,34.19,68.62,-113.75,-207.25,-101.44
2,-80.56,-324.37,-289.5,69.81,39.75,12.88,100.31,-22.75,171.81,150.75,34.19,68.56,-113.75,-207.25,-101.5
3,-80.56,-324.37,-289.56,69.75,39.75,12.88,100.25,-22.75,171.81,150.81,34.19,68.62,-113.75,-207.25,-101.56
4,-80.56,-324.37,-289.56,69.69,39.75,12.94,100.25,-22.75,171.81,150.81,34.19,68.62,-113.75,-207.31,-101.62
5,-80.5,-324.37,-289.5,69.69,39.75,12.88,100.25,-22.81,171.87,150.87,34.19,68.62,-113.75,-207.37,-101.62
6,-80.5,-324.37,-289.56,69.69,39.75,12.94,100.25,-22.81,171.87,150.87,34.19,68.62,-113.75,-207.37,-101.69
7,-80.5,-324.31,-289.56,69.62,39.75,12.94,100.25,-22.81,171.87,150.87,34.13,68.69,-113.75,-207.37,-101.69
8,-80.5,-324.31,-289.56,69.56,39.75,13,100.25,-22.87,171.87,150.87,34.19,68.69,-113.75,-207.44,-101.75
9,-80.5,-324.31,-289.56,69.56,39.75,13,100.25,-22.87,171.94,150.87,34.19,68.69,-113.75,-207.5,-101.81
10,-80.5,-324.31,-289.56,69.56,39.75,13,100.25,-22.87,172,150.87,34.13,68.69,-113.69,-207.5,-101.81
11,-80.5,-324.31,-289.56,69.5,39.69,13,100.25,-22.94,172,150.94,34.13,68.69,-113.69,-207.5,-101.87
12,-80.5,-324.31,-289.56,69.56,39.69,13.06,100.25,-22.94,172,150.94,34.13,68.69,-113.69,-207.56,-101.94
13,-80.5,-324.31,-289.56,69.5,39.69,13.06,100.31,-22.94,172,150.94,34.13,68.69,-113.69,-207.56,-101.94
14,-80.44,-324.31,-289.56,69.44,39.69,13.06,100.25,-23,172.06,150.94,34.13,68.69,-113.69,-207.56,-102
